ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags
GLPI,"Gaming and Leisure Properties, Inc.",NASDAQ,common_stock,False,2013-10-14,Real Estate,REIT - Specialty,US,283221841.0068937,0.686,13543668436.62,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,47.87,2026-06-11,13557829529.0,94406378.634375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBIO,"BridgeBio Pharma, Inc.",NASDAQ,common_stock,False,2019-06-27,Healthcare,Biotechnology,US,195861000.0,0.975,13230410550.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,67.55,2026-06-11,13230410550.0,192628648.6946875,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUT,Hut 8 Corp.,NASDAQ,common_stock,False,2018-03-08,Financial Services,Financial - Capital Markets,US,112594107.9958731,6.044,11913582567.48,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,116.31,2026-06-11,13095820701.0,406830985.715625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXSM,"Axsome Therapeutics, Inc.",NASDAQ,common_stock,False,2015-11-19,Healthcare,Biotechnology,US,51459766.0007093,0.598,13058944817.82,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,253.77,2026-06-11,13058944818.0,159465440.841875,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WULF,TeraWulf Inc.,NASDAQ,common_stock,False,1994-04-05,Financial Services,Financial - Capital Markets,US,495532645.0098619,4.256,11506268016.9,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,25.35,2026-06-11,12561752551.0,638812025.236875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IONS,"Ionis Pharmaceuticals, Inc.",NASDAQ,common_stock,False,1991-05-17,Healthcare,Biotechnology,US,165262556.00108373,0.37,12117050605.919998,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,73.82,2026-06-11,12199681884.0,134912254.405625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGNC,AGNC Investment Corp.,NASDAQ,common_stock,False,2008-05-15,Real Estate,REIT - Mortgage,US,1147929272.0388348,1.312,11685919988.96,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,10.3,2026-06-11,11823671502.0,172691399.289375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDGL,"Madrigal Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2007-02-06,Healthcare,Biotechnology,US,23055659.00101206,-1.059,10866593199.88,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,474.28,2026-06-11,10934837951.0,166749832.6715625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIC,SEI Investments Company,NASDAQ,common_stock,False,1981-03-25,Financial Services,Asset Management,US,120272999.99999999,0.977,10602064950.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,88.15,2026-06-11,10602064950.0,72411872.93718751,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTFC,Wintrust Financial Corporation,NASDAQ,common_stock,False,1998-04-16,Financial Services,Banks - Regional,US,67447756.00256658,0.85,10429446510.279999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,155.85,2026-06-11,10511732773.0,66118430.2153125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARWR,"Arrowhead Pharmaceuticals, Inc.",NASDAQ,common_stock,False,1993-12-16,Healthcare,Biotechnology,US,140857000.0,1.275,10481169370.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,74.41,2026-06-11,10481169370.0,134434184.75718752,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERIE,Erie Indemnity Company,NASDAQ,common_stock,False,1995-10-02,Financial Services,Insurance - Brokers,US,46189068.00141587,0.307,10559744726.16,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,226.01,2026-06-11,10439191259.0,58614948.6375,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEX,StoneX Group Inc.,NASDAQ,common_stock,False,1995-03-06,Financial Services,Financial - Capital Markets,US,79251495.99969168,0.66,9882661551.2,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,129.74,2026-06-11,10282089091.0,81303491.87671874,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPOP,"Popular, Inc.",NASDAQ,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,64537708.998173915,0.644,10067882604.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,158.81,2026-06-11,10249233566.0,72927602.0984375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMT,Summit Therapeutics Inc.,NASDAQ,common_stock,False,2015-03-05,Healthcare,Biotechnology,US,775373000.0,-1.314,10141878840.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,13.08,2026-06-11,10141878840.0,86833452.815625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMBF,UMB Financial Corporation,NASDAQ,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,75978727.00173572,0.796,10026152814.92,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,132.51,2026-06-11,10067941115.0,79583483.3090625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIOT,"Riot Platforms, Inc.",NASDAQ,common_stock,False,2016-03-31,Financial Services,Financial - Capital Markets,US,378151229.9923489,3.822,9884873152.2,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,26.14,2026-06-11,9884873152.0,368218535.1246875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,"Zions Bancorporation, National Association",NASDAQ,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,147091816.99277544,0.811,9681583394.939999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,66.44,2026-06-11,9772780321.0,95828421.9428125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCFS,"FirstCash Holdings, Inc",NASDAQ,common_stock,False,1991-06-10,Financial Services,Financial - Credit Services,US,43836700.0,0.525,10053947145.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,218.4,2026-06-11,9573935280.0,84213227.73375,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONB,Old National Bancorp,NASDAQ,common_stock,False,1984-06-20,Financial Services,Banks - Regional,US,386373000.0,0.846,9539549370.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,24.69,2026-06-11,9539549370.0,76673859.0690625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIFR,Cipher Mining Inc.,NASDAQ,common_stock,False,2020-10-20,Financial Services,Financial - Capital Markets,US,409049000.0,3.203,9256778870.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,22.63,2026-06-11,9256778870.0,495636463.255625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUVL,"Nuvalent, Inc.",NASDAQ,common_stock,False,2021-07-29,Healthcare,Biotechnology,US,73562700.0,1.153,9081315315.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,123.45,2026-06-11,9081315315.0,289839416.955625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYTK,"Cytokinetics, Incorporated",NASDAQ,common_stock,False,2004-04-30,Healthcare,Biotechnology,US,124433000.0,0.435,8517438850.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,69.27,2026-06-11,8619473910.0,191014046.0809375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOKF,BOK Financial Corporation,NASDAQ,common_stock,False,1991-09-05,Financial Services,Banks - Regional,US,60760000.00000001,0.808,7996016000.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,132.2,2026-06-11,8032472000.0,43103161.1865625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBSH,"Commerce Bancshares, Inc.",NASDAQ,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,145777158.00653595,0.597,7963077255.75,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,55.08,2026-06-11,8029405863.0,66856922.3509375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLY,Valley National Bancorp,NASDAQ,common_stock,False,1990-03-23,Financial Services,Banks - Regional,US,554131478.001388,1.062,7818795154.58,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,14.41,2026-06-11,7985034598.000001,85344035.478125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRX,"ImmunityBio, Inc.",NASDAQ,common_stock,False,2015-07-28,Healthcare,Biotechnology,US,1047349999.0277778,0.099,7310502993.02,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,7.2,2026-06-11,7540919993.0,137055692.4034375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLB,"Columbia Banking System, Inc.",NASDAQ,common_stock,False,1992-06-16,Financial Services,Banks - Regional,US,238021474.01038286,0.676,7176347441.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,30.82,2026-06-11,7335821829.0,82999789.17,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTGX,"Protagonist Therapeutics, Inc.",NASDAQ,common_stock,False,2016-08-11,Healthcare,Biotechnology,US,64311373.003005736,1.83,6808645059.51,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,109.79,2026-06-11,7060745642.0,77513904.954375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCVX,"Vaxcyte, Inc.",NASDAQ,common_stock,False,2020-06-12,Healthcare,Biotechnology,US,144397682.00465214,1.242,6558542716.440001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,47.29,2026-06-11,6828566382.0,78922098.31343749,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYMR,"Kymera Therapeutics, Inc.",NASDAQ,common_stock,False,2020-08-21,Healthcare,Biotechnology,US,82257587.99421409,2.027,6824089500.48,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,82.96,2026-06-11,6824089500.0,47487749.371249996,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMVT,"Immunovant, Inc.",NASDAQ,common_stock,False,2019-06-21,Healthcare,Biotechnology,US,205308917.00121653,0.79,6750557190.960001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,32.88,2026-06-11,6750557191.0,48576447.02125,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORN,"Morningstar, Inc.",NASDAQ,common_stock,False,2005-05-03,Financial Services,Financial - Data & Stock Exchanges,US,38028018.00169348,0.987,6894669803.490001,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,177.15,2026-06-11,6736663389.0,94889977.0303125,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQDA,Liquidia Corporation,NASDAQ,common_stock,False,2018-07-26,Healthcare,Biotechnology,US,88928099.0017452,0.593,5802558459.75,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,71.63,2026-06-11,6369919731.4950075,72734723.7115625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBSI,"United Bankshares, Inc.",NASDAQ,common_stock,False,1987-06-04,Financial Services,Banks - Regional,US,137799000.0,0.742,6108629670.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,44.98,2026-06-11,6198199020.0,39123743.1971875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTCT,"PTC Therapeutics, Inc.",NASDAQ,common_stock,False,2013-06-20,Healthcare,Biotechnology,US,82949300.0,0.549,6197142202.999999,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,74.71,2026-06-11,6197142202.999999,80197595.9303125,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYTM,"Rhythm Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2017-10-09,Healthcare,Biotechnology,US,68593574.00182524,1.923,6012912696.84,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,87.66,2026-06-11,6012912697.000001,71665751.0534375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT,"Enact Holdings, Inc.",NASDAQ,common_stock,False,2021-09-16,Financial Services,Insurance - Specialty,US,139601000.0,0.479,5842301850.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,42.03,2026-06-11,5867430030.0,13409648.529375,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWC,Hancock Whitney Corporation,NASDAQ,common_stock,False,1991-06-04,Financial Services,Banks - Regional,US,81158000.0,0.98,5806449110.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,71.53,2026-06-11,5805231740.0,62554787.7065625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACC,Credit Acceptance Corporation,NASDAQ,common_stock,False,1992-06-05,Financial Services,Financial - Credit Services,US,10460070.999362303,1.388,5955127621.72,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,548.85,2026-06-11,5741009968.0,74222229.5990625,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OZK,Bank OZK,NASDAQ,common_stock,False,1997-07-17,Financial Services,Banks - Regional,US,109165874.99515785,0.893,5632959150.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,51.63,2026-06-11,5636234126.0,61102215.26875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COGT,"Cogent Biosciences, Inc.",NASDAQ,common_stock,False,2018-03-29,Healthcare,Biotechnology,US,170868000.0,0.35,5464358640.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,32.62,2026-06-11,5573714160.0,76327534.654375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGI,"Selective Insurance Group, Inc.",NASDAQ,common_stock,False,1980-03-17,Financial Services,Insurance - Property & Casualty,US,59869519.99782396,0.311,5502607583.2,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,91.91,2026-06-11,5502607583.0,47127740.326875,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCTR,"Victory Capital Holdings, Inc.",NASDAQ,common_stock,False,2018-02-08,Financial Services,Asset Management,US,62531106.005554266,1.108,5493670317.63,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,86.42,2026-06-11,5403938181.0,44442376.1371875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEP,StepStone Group Inc.,NASDAQ,common_stock,False,2020-09-16,Financial Services,Asset Management,US,126036098.98871118,1.277,5388043232.25,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,42.52,2026-06-11,5359054929.0,56163717.395,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRRK,Scholar Rock Holding Corporation,NASDAQ,common_stock,False,2018-05-25,Healthcare,Biotechnology,US,119828000.0,0.695,5355113320.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,44.69,2026-06-11,5355113320.0,71636362.1171875,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGC,"BGC Group, Inc",NASDAQ,common_stock,False,1999-12-10,Financial Services,Financial - Capital Markets,US,475104999.99999994,0.947,5325927050.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,11.21,2026-06-11,5325927050.0,31010971.0621875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAX,"Praxis Precision Medicines, Inc.",NASDAQ,common_stock,False,2020-10-16,Healthcare,Biotechnology,US,21141642.99943544,2.749,5242704631.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,247.98,2026-06-11,5242704631.0,138870898.0915625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECO,"Phillips Edison & Company, Inc.",NASDAQ,common_stock,False,2021-02-25,Real Estate,REIT - Retail,US,125966424.0067421,0.556,5255319209.28,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,41.53,2026-06-11,5231385589.0,37558212.7765625,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARA,"Marathon Digital Holdings, Inc.",NASDAQ,common_stock,False,2012-05-04,Financial Services,Financial - Capital Markets,US,381270503.0124908,5.378,5189091545.83,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,13.61,2026-06-11,5189091546.0,517504740.1775,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRM,"Mirum Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2019-07-18,Healthcare,Biotechnology,US,50198555.003013864,0.506,4718664170.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,99.54,2026-06-11,4996764165.0,106658547.66875,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYRE,"Spyre Therapeutics, Inc.",NASDAQ,common_stock,False,2016-04-07,Healthcare,Biotechnology,US,60401467.995542906,3.063,4878626570.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,80.77,2026-06-11,4878626570.0,88787335.71000001,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBC,"Eastern Bankshares, Inc.",NASDAQ,common_stock,False,2020-10-15,Financial Services,Banks - Regional,US,231143000.0,0.699,4759234370.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,20.73,2026-06-11,4791594390.0,43978270.696875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFIN,"First Financial Bankshares, Inc.",NASDAQ,common_stock,False,1993-11-01,Financial Services,Banks - Regional,US,143281930.0,0.841,4778452365.5,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,33.3,2026-06-11,4771288269.0,24505154.0175,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFSL,TFS Financial Corporation,NASDAQ,common_stock,False,2007-04-23,Financial Services,Banks - Regional,US,280432141.0119048,0.758,4711259968.8,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,16.8,2026-06-11,4711259969.0,12221593.1046875,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBOC,International Bancshares Corporation,NASDAQ,common_stock,False,1995-08-30,Financial Services,Banks - Regional,US,62181200.0,0.702,4705251404.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,75.67,2026-06-11,4705251404.0,30749570.5065625,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBRA,"Sabra Health Care REIT, Inc.",NASDAQ,common_stock,False,2002-04-02,Real Estate,REIT - Healthcare Facilities,US,252190000.00000003,0.626,4786566200.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,18.49,2026-06-11,4662993100.0,49031076.1109375,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVTX,"Travere Therapeutics, Inc.",NASDAQ,common_stock,False,2012-11-08,Healthcare,Biotechnology,US,92992900.0,1.141,4548282739.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,48.91,2026-06-11,4548282739.0,90290919.20625,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FULT,Fulton Financial Corporation,NASDAQ,common_stock,False,1985-09-03,Financial Services,Banks - Regional,US,191134000.0,0.82,4396082000.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,23.0,2026-06-11,4396082000.0,42011463.534375,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCBI,"Texas Capital Bancshares, Inc.",NASDAQ,common_stock,False,2003-08-13,Financial Services,Banks - Regional,US,43670938.99960144,0.68,4408581292.05,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,100.36,2026-06-11,4382815438.0,46402177.1978125,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLNE,Hamilton Lane Incorporated,NASDAQ,common_stock,False,2017-03-01,Financial Services,Asset Management,US,55533812.00152401,1.157,4336635379.08,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,78.74,2026-06-11,4372732357.0,86385366.244375,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CELC,Celcuity Inc.,NASDAQ,common_stock,False,2017-09-20,Healthcare,Biotechnology,US,48766287.998659074,0.118,4313622005.04,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,89.49,2026-06-11,4364095113.0,131469349.549375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERAS,"Erasca, Inc.",NASDAQ,common_stock,False,2021-07-16,Healthcare,Biotechnology,US,310984541.9700214,0.735,4356893433.42,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,14.01,2026-06-11,4356893433.0,105670903.339375,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLM,SLM Corporation,NASDAQ,common_stock,False,1983-09-23,Financial Services,Financial - Credit Services,US,188583000.0,0.987,4346838150.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,22.14,2026-06-11,4175227620.0,66550659.723125,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLSK,"CleanSpark, Inc.",NASDAQ,common_stock,False,2016-11-16,Financial Services,Asset Management - Cryptocurrency,US,256608605.9987631,3.808,4149361159.0200005,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,16.17,2026-06-11,4149361159.0,286596955.140625,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKTX,MarketAxess Holdings Inc.,NASDAQ,common_stock,False,2004-11-05,Financial Services,Financial - Capital Markets,US,35539500.0,0.854,4134310035.0,2026-06-11,fmp:company-screener,2026-06-12T12:55:34.004224+00:00,116.33,2026-06-11,4134310035.0,87906858.4746875,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
